object,band,rise_time_days,decay_time_days,t0_days,peak_mag,chi2,baseline_chi2,n_obs,fwhm_days,rise_rate_mag_per_day,decay_rate_mag_per_day,gp_dfdt_now,gp_dfdt_next,gp_d2fdt2_now,gp_predicted_mag_1d,gp_predicted_mag_2d,gp_time_to_peak,gp_extrap_slope,gp_T_peak,gp_T_now,gp_dTdt_peak,gp_dTdt_now,gp_sigma_f,gp_peak_to_peak,gp_snr_max,gp_dfdt_max,gp_dfdt_min,gp_frac_of_peak,gp_post_var_mean,gp_post_var_max,gp_skewness,gp_kurtosis,gp_n_inflections
ZTF25aavmvqg,r,NaN,12.554,11.935,18.444,3.679,43.3,95,NaN,0.021872,0.015984,0.023452,0.023450,-0.000002,19.067357,19.090795,-26.920289,0.023417,10742.8,5030.0,NaN,-28.571,0.485019,1.581896,641.587,0.023449,0.013063,1.085768,0.044794,0.044794,-0.125553,-1.270843,0
ZTF25aavmwrf,g,5.702,11.403,12.829,18.088,2.769,419.6,83,27.083,-0.042155,-0.017633,0.077382,0.075167,-0.002215,20.078597,20.151434,-27.102909,0.070360,14260.5,5068.6,-31.973,7.953,1.023874,2.712682,954.969,0.092760,-0.088624,1.130417,0.014592,0.014592,-0.085898,-1.646619,1
ZTF25aavmwrf,r,7.127,9.978,14.254,18.128,2.536,176.6,64,37.061,-0.045714,0.052269,0.036425,0.039787,0.003361,18.311449,18.353824,-6.665381,0.044211,14260.5,5068.6,-31.973,7.953,0.629860,2.137340,942.545,0.055880,-0.095693,1.117901,0.010922,0.010922,0.477757,-0.852089,3
ZTF25aavmyql,g,NaN,15.326,24.916,18.182,1.825,79.7,63,NaN,0.014638,0.013283,0.015584,0.015563,-0.000021,18.908719,18.924259,-47.077558,0.015514,18464.1,7538.2,NaN,-17.953,0.414679,1.375458,848.503,0.015656,0.012115,1.075650,0.007030,0.007030,-0.041594,-1.250327,1
ZTF25aavmyql,r,NaN,17.242,24.916,17.295,5.853,1078.1,45,NaN,0.028775,0.028330,0.030976,0.030813,-0.000163,19.502779,19.533423,-69.994456,0.030468,18464.1,7538.2,NaN,-17.953,0.866173,2.854349,1378.420,0.032886,0.025638,1.165035,0.021942,0.021942,-0.006556,-1.265506,0
ZTF25aavmyql,i,NaN,17.242,24.916,17.169,1.995,219.3,10,NaN,0.043267,-0.023702,0.022491,0.024949,0.002458,17.236311,17.263692,-1.987465,0.029778,18464.1,7538.2,NaN,-17.953,0.726936,2.267399,679.987,0.057807,-0.024751,1.093548,0.002256,0.002256,-0.840763,-0.703634,2
ZTF25aavndja,r,NaN,1.958,309.020,19.927,1.062,1.2,13,NaN,0.012342,0.012285,0.012305,0.012345,0.000040,19.951480,19.963857,-0.992928,0.012398,6176.0,5768.6,NaN,-32.470,0.043712,0.148172,135.433,0.012414,0.012214,1.007436,0.069402,0.069402,-0.002152,-1.204802,0
ZTF25aavneuv,r,3.812,15.246,3.812,18.558,0.841,39.7,33,NaN,0.047935,0.013075,0.011506,0.018854,0.007348,18.589308,18.615366,-1.179546,0.033035,11602.7,3814.6,-33.708,-30.874,0.547844,2.415547,369.454,0.075889,-0.019597,1.130164,0.009583,0.009583,-1.571845,2.144997,5
ZTF25aavoysc,g,13.958,2.326,29.466,18.726,0.494,58.2,9,NaN,-0.089959,0.026991,-0.036963,-0.025871,0.011092,18.746408,18.731086,3.438074,-0.005463,10685.0,9559.3,-1.067,-223.409,0.939684,2.662403,577.583,0.041878,-0.140793,1.012908,0.000749,0.000749,0.576995,-1.236210,1
ZTF25aavoysc,r,12.407,2.326,31.017,18.739,0.682,40.2,12,NaN,-0.054984,0.024544,-0.122186,-0.111808,0.010378,19.163380,19.063185,8.984181,-0.087577,10685.0,9559.3,-1.067,-223.409,1.053790,2.799514,471.336,0.058711,-0.149950,1.013325,0.001780,0.001780,0.305076,-1.530792,1
ZTF25aavozkg,g,7.730,0.736,15.091,18.806,0.110,40.1,8,NaN,-0.114189,0.012348,0.008743,0.022895,0.014152,18.837397,18.871879,-0.912299,0.043405,10941.3,10798.7,-10.331,-126.716,0.489277,1.437723,366.294,0.037989,-0.140453,1.003577,0.000688,0.000688,0.569999,-1.168593,1
ZTF25aavozkg,r,8.098,0.368,16.932,18.546,0.594,25.5,9,NaN,-0.088152,-0.021834,0.007887,0.022719,0.014833,18.576758,18.612094,-1.104252,0.045492,10941.3,10798.7,-10.331,-126.716,0.535420,1.542510,468.508,0.012863,-0.133276,1.000419,0.001252,0.001252,0.272476,-1.411627,1
ZTF25aavpdlj,g,10.113,7.585,15.169,17.895,1.205,2364.7,12,17.698,-0.204062,0.094594,-0.042237,-0.031484,0.010752,17.923534,17.902299,3.153986,-0.007739,15703.8,4539.7,11.674,-115.891,0.987815,3.409929,1049.620,0.189365,-0.457375,1.190553,0.004684,0.004684,-0.325021,-0.984696,4
ZTF25aavpdlj,r,11.377,7.585,16.433,17.905,0.671,848.2,16,20.226,-0.175562,0.003863,-0.250875,-0.201001,0.049874,18.438910,18.284622,10.428331,-0.114270,15703.8,4539.7,11.674,-115.891,0.762133,2.741366,1074.816,0.141389,-0.375986,1.110654,0.000725,0.000725,-0.469362,-1.153794,5
ZTF25aavpdtz,g,9.000,2.045,13.091,18.232,0.716,200.6,9,NaN,-0.397196,0.065450,0.083276,0.086749,0.003473,18.664589,18.752779,-6.954460,0.088343,13480.0,11495.4,8.997,-451.753,0.722717,2.628782,804.123,0.084657,-0.440143,1.018969,0.001001,0.001001,1.560772,1.220314,1
ZTF25aavpehi,g,10.174,3.052,35.610,17.911,1.893,518.1,16,23.401,0.211448,0.063498,-0.326515,-0.279874,0.046641,18.759922,18.527401,9.724717,-0.186902,16204.4,11841.8,-7.789,-534.020,2.178437,5.725866,1116.361,0.265984,-0.452873,1.043597,0.001871,0.001871,0.321829,-1.586657,2
ZTF25aavpehi,r,13.227,3.052,38.662,17.743,2.834,1416.1,20,NaN,0.018227,0.048168,0.020030,0.030524,0.010494,17.810035,17.852503,-3.211660,0.055101,16204.4,11841.8,-7.789,-534.020,1.498754,3.619111,1215.896,0.123933,-0.269308,1.033368,0.003180,0.003180,0.141756,-1.776176,1
ZTF25aavqfip,r,7.166,3.583,10.750,18.348,0.018,85.2,7,36.728,-0.116086,0.016843,0.006571,-0.006571,-0.013142,19.219696,19.201566,-33.144863,-0.025556,12777.5,8527.8,-135.629,-23.241,0.299332,1.381760,608.449,0.129273,-0.328943,1.047854,0.000069,0.000069,-0.447501,-0.003412,6
ZTF25aavqrpc,r,4.765,21.442,9.530,16.656,10.240,3073.0,62,NaN,0.010406,0.032249,-0.014098,-0.011128,0.002970,16.670455,16.662325,3.495201,-0.005116,29359.5,6024.9,16.481,-49.089,1.130851,3.444511,2031.236,0.045290,-0.026356,1.206806,0.004738,0.004738,0.040255,-1.324039,3
ZTF25aavqrpc,g,NaN,19.060,0.000,16.301,98.684,5254.6,40,NaN,0.059789,0.007730,0.022331,0.022718,0.000387,19.245875,19.268900,-68.871667,0.023242,29359.5,6024.9,16.481,-49.089,1.110787,3.560595,1913.865,0.075795,0.004504,1.218434,0.021561,0.021561,-0.862306,-0.588103,4
ZTF25aavqyrw,i,6.239,18.716,14.433,17.831,0.447,69.5,9,NaN,-0.000327,-0.021205,0.041107,0.038815,-0.002292,19.233841,19.270225,-37.457383,0.033833,14376.1,5693.0,-2.482,14.255,0.602806,1.660636,492.320,0.053379,-0.024110,1.055347,0.005107,0.005107,-0.342478,-1.449478,2
ZTF25aavqyrw,g,6.239,18.716,16.512,19.246,0.634,17.9,6,NaN,-0.003974,-0.000862,0.031708,0.033200,0.001492,19.562012,19.596604,-17.336477,0.035876,14376.1,5693.0,-2.482,14.255,0.691606,1.735163,321.636,0.042091,-0.020514,1.086927,0.003364,0.003364,-0.138372,-1.687961,1
ZTF25aavqyrw,r,NaN,22.875,1.956,17.073,7.021,10981.7,5,NaN,0.019283,0.023148,0.020371,0.018785,-0.001586,20.478954,20.496136,-91.978044,0.015565,14376.1,5693.0,-2.482,14.255,1.231047,3.501392,1431.522,0.052125,0.003344,1.205082,0.012136,0.012136,0.052618,-1.488619,1
ZTF25aavrkgo,r,NaN,10.716,77.356,18.275,0.448,7.1,23,NaN,0.075943,0.014965,0.101727,0.131916,0.030189,18.904871,19.023929,-20.998519,0.068709,13215.7,10505.1,NaN,-565.330,0.131098,0.498439,507.644,0.115530,-0.098422,1.027274,0.002085,0.002085,-0.501907,-0.891946,4
ZTF25aavsjkg,g,12.547,8.962,41.226,18.458,1.827,250.9,16,23.301,0.080572,0.071061,0.070406,0.088469,0.018063,18.729217,18.834116,-4.594045,0.118524,12130.4,3990.0,18.445,-4.083,1.116913,3.748534,703.959,0.168443,-0.338338,1.165130,0.005879,0.005879,-0.086767,-1.010486,5
ZTF25aavsjkg,r,12.547,8.962,39.433,18.463,3.479,243.8,17,35.848,-0.033827,0.047167,0.048408,0.042549,-0.005860,20.148770,20.184753,-40.448910,0.028863,12130.4,3990.0,18.445,-4.083,1.129616,3.427048,661.709,0.067037,-0.192477,1.096527,0.006855,0.006855,0.533781,-1.055360,4
ZTF25aavsycu,r,9.876,3.591,14.365,18.470,0.841,79.9,21,28.730,-0.150073,0.049635,-0.099728,-0.102853,-0.003125,18.827151,18.760497,8.246935,-0.023224,11988.2,6727.8,57.160,21.446,0.475849,2.181187,785.839,0.139612,-0.636434,1.073564,0.001660,0.001660,0.881879,0.602862,11
ZTF25aavsycu,g,6.285,8.978,10.774,18.472,0.248,85.2,14,24.241,-0.161738,-0.014239,0.038571,0.047897,0.009326,18.710008,18.768354,-9.185404,0.069232,11988.2,6727.8,57.160,21.446,0.540198,1.680508,747.187,0.105262,-0.252573,1.064007,0.001356,0.001356,0.046533,-1.587932,3
ZTF25aavxepu,r,1.554,3.885,2.720,18.878,1.320,6.8,19,NaN,-0.001707,0.063240,-0.005956,-0.000947,0.005009,18.878051,18.882262,0.720734,0.009475,8487.8,6665.9,-16.081,-56.508,0.201192,0.644120,486.116,0.067695,-0.012203,1.034121,0.005941,0.005941,0.762726,-0.756602,0
ZTF25aavxepu,g,0.389,2.720,0.777,19.587,0.009,5.4,6,NaN,0.037214,-0.086028,0.188786,0.102251,-0.086536,20.519259,20.516939,-10.262302,-0.083375,8487.8,6665.9,-16.081,-56.508,0.315333,0.943257,193.287,0.218955,-0.124894,1.021106,0.000175,0.000175,0.254282,-1.354724,4
ZTF25aavxfcj,r,2.074,0.691,4.839,18.664,0.000,4.9,6,NaN,-0.001529,-0.000000,-0.103374,0.075692,0.179066,18.758739,18.608119,1.868553,0.135511,12204.9,11613.5,4.306,-238.051,0.013171,0.119694,629.266,0.114703,-0.125727,1.004250,0.000000,0.000000,-3.613973,24.267754,6
ZTF25aavxfcj,g,0.691,6.913,24.887,18.152,0.000,2.2,5,NaN,0.000000,-0.000755,0.020359,-0.055434,-0.075793,18.269593,18.304742,-6.051425,0.061039,12204.9,11613.5,4.306,-238.051,0.028044,0.255855,757.350,0.212492,-0.215662,1.011885,0.000000,0.000000,-2.028208,18.777922,9
ZTF25aavykre,g,5.755,7.674,11.511,18.489,0.888,132.8,20,22.062,-0.107895,0.042246,0.119525,0.127107,0.007582,19.757870,19.891970,-15.437166,0.139938,9019.2,4233.9,17.110,-175.325,1.033910,2.873631,634.672,0.145855,-0.166826,1.152505,0.009400,0.009400,0.397146,-1.368093,1
ZTF25aavykre,i,1.918,1.918,25.899,19.789,0.006,1.3,7,NaN,-0.000000,0.026746,-0.004424,0.003993,0.008417,20.110057,20.118594,-10.045097,0.005880,9019.2,4233.9,17.110,-175.325,0.119872,0.831157,102.062,0.231161,-0.104005,1.042001,0.000407,0.000407,0.815496,6.754509,6
ZTF25aavykre,r,6.714,6.714,14.388,18.644,2.044,90.2,27,27.817,-0.095948,0.066520,0.051399,0.057624,0.006225,19.768431,19.832330,-24.575257,0.069867,9019.2,4233.9,17.110,-175.325,0.463831,1.666759,587.672,0.084306,-0.108657,1.089397,0.013048,0.013048,0.278147,-0.879488,4
ZTF25aavyqag,r,NaN,12.742,49.899,17.064,3.297,454.6,29,NaN,0.078246,0.013061,0.023233,0.023285,0.000052,19.439751,19.462795,-53.946354,0.022528,16941.4,5836.5,NaN,-6.528,0.768080,3.168633,1041.708,0.107567,-0.003505,1.185692,0.007184,0.007184,-1.445429,1.583327,5
ZTF25aavyqag,g,2.548,12.742,52.448,18.804,0.882,104.8,28,NaN,0.084287,0.026669,0.039951,0.034527,-0.005424,21.365478,21.393684,-71.452465,0.021241,16941.4,5836.5,NaN,-6.528,0.725636,2.897835,442.936,0.136172,-0.034593,1.154107,0.022840,0.022840,-1.702572,2.030984,7
ZTF25aavyqag,i,NaN,12.742,49.899,17.283,0.580,356.7,8,NaN,0.070895,-0.000000,0.003158,0.011265,0.008106,17.294366,17.314065,0.000000,0.028335,16941.4,5836.5,NaN,-6.528,0.414991,1.855788,605.529,0.097328,-0.043130,1.053898,0.001298,0.001298,-0.112428,0.629739,2
ZTF25aavzyjj,g,15.797,NaN,1164.042,19.964,0.783,3.3,22,NaN,-0.014211,-0.013082,-0.013500,-0.013384,0.000116,20.054949,20.041686,8.052604,-0.013136,6001.5,6001.5,NaN,38.072,0.179599,0.602145,227.984,-0.012408,-0.014578,1.000000,0.021536,0.021536,0.036903,-1.227801,0
ZTF25aavzyjj,r,14.042,NaN,1164.042,20.014,0.574,2.4,16,NaN,-0.011389,-0.015748,-0.015229,-0.015072,0.000157,19.998922,19.984020,0.000000,-0.014719,6001.5,6001.5,NaN,38.072,0.186171,0.615374,213.761,-0.009790,-0.016049,1.000000,0.009943,0.009943,-0.136065,-1.241112,1
ZTF25aawaanc,g,NaN,2.927,0.000,20.024,0.048,0.6,5,NaN,0.032397,0.009725,0.026454,0.023674,-0.002780,20.396400,20.417028,-10.970787,0.017385,5905.6,4809.3,NaN,-6.660,0.143040,0.445923,121.711,0.034446,0.003006,1.022269,0.002385,0.002385,-0.367254,-1.231580,1
ZTF25aawaobl,r,4.561,10.263,9.123,17.347,9.833,596.6,41,21.666,-0.050809,0.030118,-0.129447,-0.101612,0.027835,17.486582,17.413464,5.029013,-0.045771,17806.0,4655.9,19.755,22.739,0.945892,2.677534,1307.363,0.111904,-0.190468,1.153063,0.013901,0.013901,-0.005297,-1.474037,3
ZTF25aawaobl,g,4.561,7.982,7.982,17.907,3.881,689.4,29,14.824,-0.041597,0.039383,0.040654,0.043218,0.002564,20.411617,20.457772,-29.911276,0.049232,17806.0,4655.9,19.755,22.739,1.057543,3.179257,983.312,0.145537,-0.249016,1.177101,0.011019,0.011019,-0.324891,-1.279396,3
ZTF25aawbnlv,r,3.372,1.533,8.583,19.955,0.004,0.2,7,NaN,-0.026766,0.010484,0.007125,0.007357,0.000232,20.034609,20.043333,-6.436930,0.010002,6098.0,5897.1,5.654,-18.834,0.118760,0.333996,127.542,0.017229,-0.070485,1.003645,0.000137,0.000137,0.780656,-1.004755,2
ZTF25aawccss,r,1.224,1.224,4.283,19.149,0.000,0.6,5,NaN,-0.007953,-0.000000,-0.021493,0.006254,0.027747,19.160019,19.191832,0.262189,0.009163,8837.8,8624.7,29.695,0.000,0.020828,0.138734,437.402,0.035457,-0.093446,1.002768,0.000000,0.000000,1.292427,6.982938,4
ZTF25aawdciv,r,2.768,3.460,2.768,18.797,0.000,1.9,7,NaN,-0.002449,-0.000000,0.049477,0.097818,0.048341,18.915194,18.845893,-1.222939,0.021302,10390.1,10060.2,426.486,0.000,0.019434,0.151852,549.921,0.120675,-0.219436,1.003727,0.000000,0.000000,0.321151,8.307229,8
ZTF25aawdpdu,g,NaN,18.671,8.028,18.725,0.864,44.6,79,NaN,0.025196,-0.007204,0.026525,0.025999,-0.000527,19.353514,19.378919,-24.902882,0.024749,10596.5,7126.3,NaN,5.297,0.557338,1.848583,501.769,0.027957,-0.021555,1.083277,0.009632,0.009632,-0.447233,-0.905373,3
ZTF25aawdpdu,r,16.003,24.005,37.368,18.736,2.523,8.8,103,NaN,-0.001930,0.013958,0.008120,0.008302,0.000182,18.926779,18.935262,-45.452744,0.008663,10596.5,7126.3,NaN,5.297,0.267182,0.872918,588.566,0.015091,-0.003740,1.046590,0.012134,0.012134,0.943265,-0.452040,0
ZTF25aawdpdu,i,NaN,21.338,8.028,18.741,1.421,1.8,59,NaN,0.001634,0.001625,0.001638,0.001637,-0.000000,18.874992,18.876629,-80.806412,0.001637,10596.5,7126.3,NaN,5.297,0.062982,0.213573,413.011,0.001640,0.001618,1.011396,0.009299,0.009299,-0.002485,-1.203947,0
ZTF25aawdzpn,r,NaN,18.893,0.000,19.221,1.146,4.8,87,NaN,0.001855,0.017404,0.019482,0.019895,0.000413,19.749347,19.769634,-94.815336,0.020658,8053.0,5696.6,-0.651,-42.133,0.180071,0.677997,481.139,0.022024,0.000325,1.035273,0.008673,0.008673,1.339072,0.742044,2
ZTF25aawdzpn,i,35.687,14.695,69.274,19.101,1.327,2.1,56,NaN,-0.001448,0.001415,-0.067005,-0.126074,-0.059069,19.605414,19.509595,-26.543026,-0.041909,8053.0,5696.6,-0.651,-42.133,0.114095,0.693083,273.248,0.141067,-0.180256,1.018504,0.022238,0.022238,-0.180959,1.959709,19
ZTF25aawdzpn,g,4.198,16.794,8.397,19.369,1.423,15.3,106,NaN,0.007898,0.038107,-0.005860,-0.003976,0.001884,19.956806,19.954912,-58.533746,0.000366,8053.0,5696.6,-0.651,-42.133,0.417514,1.584620,404.801,0.042993,-0.014820,1.081811,0.032429,0.032429,0.392183,-0.255837,3
ZTF25aawjhct,r,5.605,8.968,11.210,17.490,0.302,162.5,13,NaN,-0.049784,0.026743,0.060288,0.068106,0.007818,17.755985,17.830204,-5.753911,0.078567,16310.2,9099.5,-31.681,-10.282,0.653232,1.892698,886.970,0.081980,-0.086984,1.108216,0.001143,0.001143,-0.030161,-1.485005,3
ZTF25aawjhct,g,3.363,6.726,8.968,18.126,0.361,31.2,8,NaN,-0.031041,-0.000641,0.131735,0.133582,0.001847,18.814461,18.942821,-7.034140,0.116662,16310.2,9099.5,-31.681,-10.282,0.336041,1.207276,480.056,0.133717,-0.078247,1.036540,0.001928,0.001928,-0.301750,-0.583108,3
ZTF25aawjnuz,r,12.752,5.885,39.476,18.217,1.594,241.9,27,32.370,-0.246646,0.032859,-0.016428,-0.013793,0.002635,18.232957,18.222247,3.595133,-0.005658,12253.4,5533.4,-8.033,-146.575,0.636808,2.946512,968.796,0.076584,-0.388591,1.061327,0.001855,0.001855,1.623973,3.048015,3
ZTF25aawjnuz,g,8.828,8.828,35.552,18.639,0.782,268.0,23,25.504,-0.231061,0.086801,0.105136,0.103286,-0.001849,19.860030,19.960915,-19.312156,0.098350,12253.4,5533.4,-8.033,-146.575,0.825305,2.713107,776.021,0.105839,-0.325707,1.126492,0.007919,0.007919,0.421923,-1.193074,2
ZTF25aawkwoy,g,12.226,19.561,22.006,17.883,2.468,557.4,41,46.458,-0.068128,0.014752,0.032936,0.032951,0.000015,19.100480,19.133555,-42.911156,0.033326,15374.6,5058.0,-2.374,-7.333,1.007772,2.954515,1000.051,0.057000,-0.149282,1.153914,0.007939,0.007939,0.231595,-1.337766,3
ZTF25aawkwoy,r,19.561,9.781,29.342,17.964,11.372,331.9,50,58.683,-0.077555,0.024600,0.025134,0.024642,-0.000492,19.404552,19.428833,-63.533779,0.023977,15374.6,5058.0,-2.374,-7.333,0.669954,2.569276,939.737,0.041011,-0.227578,1.118121,0.012339,0.012339,0.454828,-0.889207,9
ZTF25aawlldt,g,8.438,9.845,18.283,18.902,0.366,18.1,45,32.347,-0.048407,-0.011042,-0.017359,-0.009422,0.007937,18.902008,18.900874,2.248195,0.007370,10337.2,4985.4,-13.517,13.317,0.712489,1.895223,266.967,0.081906,-0.058481,1.088541,0.011499,0.011499,-0.040760,-1.637335,2
ZTF25aawlldt,r,9.845,9.845,18.283,18.715,0.361,14.5,60,43.598,-0.080553,0.035625,-0.106198,-0.101856,0.004342,19.274455,19.178496,12.266505,-0.088703,10337.2,4985.4,-13.517,13.317,0.466904,1.493396,288.112,0.039558,-0.109603,1.079797,0.007620,0.007620,0.283429,-1.208201,4
ZTF25aawlutq,g,1.285,39.823,2.569,14.272,25358.341,279976.9,32,3.854,0.030641,0.133098,-0.394231,-1.233426,-0.839195,19.226515,17.948745,-60.331401,-0.663049,50000.0,5541.6,-445.377,641.815,1.682216,6.526819,7047.793,1.779762,-1.947212,1.430628,0.864101,0.864101,0.291166,-0.706531,21
ZTF25aawlutq,r,5.138,19.269,5.138,14.532,10564.528,194133.0,35,6.423,0.035417,0.216402,-0.064348,-0.845312,-0.780963,16.979591,16.799169,-27.781448,1.276077,50000.0,5541.6,-445.377,641.815,1.564596,5.692817,6453.633,1.555135,-1.650212,1.369800,0.259834,0.259834,0.215385,-0.946670,22
ZTF25aawmdtp,r,10.604,14.845,19.087,17.869,2.992,601.2,29,29.690,-0.053127,0.008517,-0.121166,-0.115676,0.005490,18.605534,18.496177,13.991613,-0.102273,13789.5,6474.8,2.254,9.663,0.904765,2.641163,1057.494,0.072351,-0.133075,1.145785,0.016583,0.016583,-0.343600,-1.292057,3
ZTF25aawmdtp,g,6.362,12.724,10.604,18.672,0.777,351.5,22,21.207,-0.016092,-0.021668,0.006798,0.012577,0.005778,20.555925,20.573408,-29.398422,0.020833,13789.5,6474.8,2.254,9.663,0.762652,2.574547,563.578,0.148577,-0.359342,1.100741,0.007968,0.007968,-1.117333,0.042152,8
ZTF25aawmdtp,i,6.362,16.966,16.966,17.794,0.506,80.7,8,NaN,-0.011564,-0.005626,0.032900,0.028454,-0.004446,19.015631,19.039538,-29.986793,0.019320,13789.5,6474.8,2.254,9.663,0.411366,1.296355,473.799,0.059480,-0.026278,1.036647,0.001481,0.001481,-0.156116,-1.150395,3
ZTF25aawnctx,r,9.799,7.350,18.374,18.540,0.613,111.7,13,29.398,-0.144136,0.034371,0.048855,0.047693,-0.001161,19.800708,19.846895,-27.664453,0.044370,10964.3,3920.4,39.361,-50.101,0.596886,2.102793,649.218,0.050108,-0.177140,1.090663,0.003677,0.003677,0.152072,-1.203622,4
ZTF25aawnctx,g,4.900,7.350,9.799,18.521,0.661,309.6,8,14.699,-0.136200,0.091287,0.034973,0.011424,-0.023549,21.617818,21.606073,-50.199661,-0.033329,10964.3,3920.4,39.361,-50.101,0.830746,3.086087,585.401,0.142015,-0.327076,1.166628,0.011181,0.011181,-0.320157,-0.609818,4
ZTF25aawngni,g,7.296,29.184,14.592,17.491,18.921,1876.8,50,36.480,0.000654,-0.024301,0.030906,0.032059,0.001152,18.308435,18.341647,-23.357386,0.034298,18702.6,6613.4,112.969,-19.042,0.986763,3.204278,1430.759,0.042988,-0.196913,1.124413,0.042975,0.042975,-0.595905,-0.972548,8
ZTF25aawngni,r,7.296,32.832,18.240,17.500,12.439,771.9,58,58.368,-0.012374,0.005441,0.036235,0.037070,0.000835,18.378907,18.416586,-45.730254,0.038061,18702.6,6613.4,112.969,-19.042,0.757139,2.390246,1319.448,0.038103,-0.135548,1.136587,0.085737,0.085737,-0.331229,-1.331953,7
ZTF25aawnphj,r,9.300,8.138,15.113,18.290,1.758,223.5,28,29.063,-0.206892,0.058722,-0.188651,-0.155389,0.033262,18.672516,18.548399,7.072319,-0.095606,13200.9,5749.3,-46.925,-15.490,0.772644,2.887284,838.914,0.089131,-0.364590,1.114477,0.005765,0.005765,0.466759,-0.882956,3
ZTF25aawnphj,g,10.463,8.138,16.275,18.265,1.232,618.6,20,20.925,-0.225659,-0.092251,0.143743,0.128891,-0.014852,19.745781,19.858233,-13.654157,0.100595,13200.9,5749.3,-46.925,-15.490,0.906014,3.047583,905.861,0.156503,-0.394290,1.083048,0.001345,0.001345,-0.001214,-1.217474,5
ZTF25aawpfbf,g,4.647,4.647,66.612,19.985,0.000,1.1,6,NaN,-0.000000,0.003173,0.043001,-0.043001,-0.086001,20.129474,20.126535,9.608861,-0.003910,10401.2,6286.8,-0.415,77.856,0.033764,0.249914,231.296,0.148568,-0.091068,1.007060,0.000005,0.000005,-1.349503,9.920754,9
ZTF25aawpfbf,r,7.746,10.844,17.040,17.464,3.264,194.2,61,29.433,-0.066075,0.039092,0.063832,0.066222,0.002391,17.881415,17.948862,-8.951443,0.067564,10401.2,6286.8,-0.415,77.856,0.660085,2.186549,1153.073,0.067423,-0.095849,1.125206,0.022393,0.022393,0.049537,-1.073630,4
ZTF25aawscge,g,8.394,6.715,14.269,18.947,0.887,258.4,20,20.984,-0.221267,0.086745,0.091528,0.102470,0.010942,19.458827,19.570388,-8.658924,0.118340,10280.3,4815.0,-6.263,-116.765,0.769283,2.278913,718.615,0.124260,-0.304716,1.117795,0.003166,0.003166,0.321497,-1.360777,2
ZTF25aawscge,r,11.751,5.036,16.787,18.665,0.829,81.1,23,29.378,-0.236943,0.041371,-0.037145,-0.033803,0.003342,18.721103,18.692438,3.676599,-0.020196,10280.3,4815.0,-6.263,-116.765,0.569521,2.568213,654.989,0.073463,-0.369176,1.058447,0.001985,0.001985,1.451813,2.283713,4
ZTF25aawstyi,g,NaN,3.463,0.000,18.581,0.000,3.9,5,NaN,0.001881,0.000000,0.060142,-0.001714,-0.061857,18.770644,18.732613,-7.000926,-0.029555,11479.9,11022.7,NaN,0.000,0.023234,0.188965,680.425,0.064449,-0.029195,1.004750,0.000000,0.000000,1.038848,10.742529,3
ZTF25aawsvia,g,NaN,6.840,86.835,20.224,0.320,0.4,6,NaN,0.002736,0.002736,0.002774,0.002777,0.000003,20.262887,20.265667,-13.056725,0.002782,5065.1,4932.1,NaN,-3.070,0.034171,0.115558,150.389,0.002788,0.002702,1.005714,0.007369,0.007369,0.000000,-1.210125,0
ZTF25aawsvia,r,15.390,NaN,128.730,20.491,0.333,0.3,9,NaN,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,20.490696,20.490696,25.904826,-0.000000,5065.1,4932.1,NaN,-3.070,0.000000,0.000000,109.834,-0.000000,-0.000000,1.000000,0.016437,0.016437,-0.000000,-1.200960,0
ZTF25aawterb,i,NaN,14.012,0.000,18.343,1.292,4.2,27,NaN,0.022536,-0.013623,0.016231,0.015572,-0.000659,19.080160,19.095049,-33.987569,0.014186,11888.3,7390.4,30.746,69.569,0.259983,0.885620,370.946,0.023090,-0.016407,1.030287,0.012264,0.012264,-0.933417,-0.314168,1
ZTF25aawterb,g,8.758,15.764,17.515,18.344,3.695,346.5,36,29.776,-0.087988,-0.083663,0.033946,0.022636,-0.011311,20.902713,20.911793,-46.387315,-0.006287,11888.3,7390.4,30.746,69.569,0.831771,2.565032,851.156,0.092666,-0.148116,1.058030,0.010696,0.010696,-0.015641,-1.310247,5
ZTF25aawterb,r,8.758,15.764,17.515,18.442,1.582,82.3,49,43.788,-0.061167,0.027253,-0.104380,-0.104720,-0.000340,19.182892,19.079733,13.503865,-0.099731,11888.3,7390.4,30.746,69.569,0.632282,1.899925,674.734,0.050518,-0.104620,1.100950,0.022913,0.022913,0.248563,-1.291114,6
ZTF25aawtuhc,r,2.999,NaN,6.998,18.270,2.361,28.9,10,NaN,-0.176882,-0.111300,-0.188605,-0.180466,0.008140,18.663365,18.501881,4.003889,-0.133373,13249.2,13249.2,NaN,502.121,0.346257,1.118179,521.723,-0.082518,-0.189301,1.000000,0.009709,0.009709,0.175238,-1.274925,1
ZTF25aawupkn,g,6.126,NaN,12.007,19.351,0.003,1.8,6,NaN,-0.134815,-0.075311,-0.096748,-0.084070,0.012677,19.387658,19.350718,2.020313,0.019109,8053.4,8053.4,NaN,52.008,0.181096,0.711791,188.718,0.043203,-0.153556,1.000000,0.000073,0.000073,0.676336,0.031959,3
