object,band,rise_time_days,decay_time_days,t0_days,peak_mag,chi2,baseline_chi2,n_obs,fwhm_days,rise_rate_mag_per_day,decay_rate_mag_per_day,gp_dfdt_now,gp_dfdt_next,gp_d2fdt2_now,gp_predicted_mag_1d,gp_predicted_mag_2d,gp_time_to_peak,gp_extrap_slope,gp_T_peak,gp_T_now,gp_dTdt_peak,gp_dTdt_now,gp_sigma_f,gp_peak_to_peak,gp_snr_max,gp_dfdt_max,gp_dfdt_min,gp_frac_of_peak,gp_post_var_mean,gp_post_var_max,gp_skewness,gp_kurtosis,gp_n_inflections
ZTF25aawvgwq,r,6.886,NaN,16.067,20.056,1.356,3.0,9,NaN,-0.035529,-0.024222,-0.030542,-0.029344,0.001198,20.182624,20.154582,6.056007,-0.026645,5691.6,5591.5,3.520,-5.798,0.148464,0.495408,236.997,-0.021319,-0.035674,1.000000,0.013747,0.013747,0.166240,-1.212343,1
ZTF25aawvgwq,g,4.263,1.639,8.525,19.965,0.009,5.9,8,NaN,-0.159398,0.035353,-0.078834,-0.123696,-0.044862,20.831309,20.674286,8.525256,-0.173181,5691.6,5591.5,3.520,-5.798,0.284261,0.990326,234.147,0.046216,-0.174957,1.013272,0.000125,0.000125,1.197311,0.232122,2
ZTF25aawvhce,g,8.166,7.349,12.249,18.970,0.064,30.7,13,NaN,-0.141837,0.003491,0.016320,0.047944,0.031623,19.053458,19.132613,-5.728975,0.097118,9607.4,6734.3,0.923,-108.357,0.343167,1.654238,532.563,0.099212,-0.355681,1.033603,0.000148,0.000148,1.064358,2.121453,8
ZTF25aawvhce,r,9.799,5.716,16.332,18.945,0.712,38.6,19,33.480,-0.145809,0.064177,-0.104122,-0.086781,0.017341,19.168187,19.098024,8.270969,-0.054699,9607.4,6734.3,0.923,-108.357,0.399212,1.581739,435.864,0.070504,-0.198140,1.048824,0.003970,0.003970,1.136952,0.589860,1
ZTF25aawvjbd,r,5.690,0.632,30.349,18.573,0.535,52.8,14,NaN,0.000001,-0.078826,-0.160806,-0.166069,-0.005263,19.133318,18.925106,7.347993,-0.143490,10822.0,10772.9,51.328,-77.624,0.725731,2.858345,470.667,0.550850,-0.713956,1.001969,0.001730,0.001730,0.843115,0.408826,6
ZTF25aawvjbd,g,6.955,NaN,30.981,18.828,0.593,33.2,12,NaN,0.043190,-0.113192,0.042257,0.042750,0.000493,20.854065,20.897457,30.981377,0.044033,10822.0,10772.9,51.328,-77.624,0.825853,2.370732,318.160,0.044432,-0.192177,1.000000,0.003973,0.003973,-0.778180,-0.982304,2
ZTF25aaxaphe,r,73.935,NaN,201.266,20.123,0.472,0.9,12,NaN,-0.001315,-0.001314,-0.001294,-0.001293,0.000001,20.130964,20.129672,7.041539,-0.001290,5642.3,5642.3,NaN,3.340,0.079546,0.268252,174.204,-0.001287,-0.001357,1.000000,0.012621,0.012621,0.000219,-1.216347,0
ZTF25aaxdccu,r,NaN,1.968,0.000,20.076,1.084,1.1,7,NaN,0.000000,0.000000,0.000000,0.000000,0.000000,20.076033,20.076033,-12.049178,0.000000,5766.1,5766.1,NaN,-0.000,0.000000,0.000001,160.583,0.000000,0.000000,1.000000,0.029593,0.029593,0.000000,-1.200960,0
ZTF25aaxdtdm,g,NaN,6.784,0.000,19.357,0.231,26.0,12,NaN,0.031796,0.022716,0.015213,0.013263,-0.001949,20.580075,20.591392,-36.893715,0.009385,7738.9,4729.0,NaN,15.590,0.386774,1.210634,324.984,0.040797,0.014890,1.062543,0.005328,0.005328,-0.113639,-1.349165,1
ZTF25aaxdtdm,r,NaN,8.292,0.000,19.517,0.464,16.1,11,NaN,0.025860,-0.011164,0.040202,0.043226,0.003023,19.793750,19.839672,-9.038032,0.048236,7738.9,4729.0,NaN,15.590,0.376836,1.040855,288.868,0.052706,-0.029225,1.047571,0.003848,0.003848,-0.332867,-1.472609,1
ZTF25aaxdwjf,r,NaN,7.177,0.000,20.032,1.255,2.1,25,NaN,0.006116,0.006130,0.006135,0.006123,-0.000012,20.278551,20.284662,-38.907072,0.006097,5523.2,4350.4,-30.587,-160.759,0.080126,0.271097,243.785,0.006226,0.006048,1.013533,0.029865,0.029865,0.001080,-1.209017,0
ZTF25aaxdwjf,g,7.177,6.280,17.044,20.372,0.050,1.0,6,NaN,-0.026720,0.018835,0.012558,0.006041,-0.006517,21.306605,21.306478,-22.936970,-0.005828,5523.2,4350.4,-30.587,-160.759,0.328436,0.935055,93.783,0.062357,-0.030113,1.045056,0.002864,0.002864,0.509125,-1.219038,2
ZTF25aaxdwjf,i,12.559,3.588,32.295,19.871,0.001,0.7,19,NaN,0.000000,0.035697,0.372249,-0.473320,-0.845569,19.962659,19.876984,1.348860,0.126846,5523.2,4350.4,-30.587,-160.759,0.097319,0.599434,159.795,0.327570,-0.445922,1.030167,0.000036,0.000036,1.044696,4.176004,16
ZTF25aaxdxsi,g,NaN,12.113,0.000,19.428,1.091,6.5,28,NaN,0.012993,0.012666,0.015536,0.015564,0.000029,19.848012,19.863595,-29.043681,0.015594,8017.8,4398.7,NaN,-26.355,0.283516,0.923920,278.717,0.015594,0.010984,1.047556,0.019465,0.019465,-0.010295,-1.287885,1
ZTF25aaxdxsi,r,NaN,12.113,0.000,19.292,0.794,14.4,26,NaN,0.027417,0.018992,0.027002,0.026687,-0.000315,20.449267,20.475623,-39.947396,0.026011,8017.8,4398.7,NaN,-26.355,0.519102,1.683370,279.934,0.029657,0.014933,1.087256,0.020526,0.020526,-0.143974,-1.277001,1
ZTF25aaxeojh,g,5.009,15.027,10.018,17.182,40.190,2124.3,80,NaN,0.002926,-0.002055,0.086659,0.086733,0.000075,18.553311,18.639814,-22.919233,0.085989,18077.5,5768.5,-36.370,30.287,1.267345,3.262278,1603.684,0.086661,-0.040463,1.179614,0.049646,0.049646,-0.164694,-1.629699,1
ZTF25aaxeojh,r,11.688,8.348,16.697,17.367,2.549,806.7,81,23.375,-0.105013,0.027266,0.034161,0.021074,-0.013087,18.331701,18.343466,-14.265276,0.006837,18077.5,5768.5,-36.370,30.287,0.814641,2.610518,1397.123,0.105422,-0.395314,1.150313,0.014556,0.014556,-0.130828,-1.242699,7
ZTF25aaxeojh,i,5.009,10.018,11.688,18.137,1.228,38.8,44,NaN,-0.014395,0.001819,0.079790,0.072046,-0.007744,19.082795,19.145482,-14.216655,0.052108,18077.5,5768.5,-36.370,30.287,0.654825,1.974889,381.838,0.090268,-0.064714,1.101557,0.022013,0.022013,-0.187143,-1.199702,4
ZTF25aaxfjnb,r,NaN,11.740,18.998,19.073,0.757,28.5,15,NaN,0.018596,0.019292,0.015802,0.015267,-0.000535,20.461811,20.476535,-63.919745,0.014173,6178.7,4240.7,NaN,-134.045,0.428204,1.373245,354.412,0.024903,0.015091,1.071998,0.010336,0.010336,0.014052,-1.318532,1
ZTF25aaxfjnb,g,1.304,26.090,52.915,20.595,0.001,0.4,9,NaN,0.000000,-0.002704,-0.073932,0.014892,0.088824,20.611675,20.692364,0.037896,0.061319,6178.7,4240.7,NaN,-134.045,0.072230,0.444635,119.848,0.171191,-0.075879,1.021589,0.000079,0.000079,0.531496,3.386395,12
ZTF25aaxikcw,g,NaN,17.440,5.949,18.351,5.241,462.0,16,NaN,0.027359,0.011095,0.022642,0.021960,-0.000682,20.415364,20.436632,-67.947789,0.020567,12642.8,5823.8,NaN,-33.441,0.786643,2.379864,834.545,0.034947,0.003335,1.129689,0.036949,0.036949,-0.253411,-1.351552,1
ZTF25aaxikcw,r,11.627,17.440,27.265,18.262,2.497,41.1,25,NaN,-0.005629,0.021951,0.021148,0.021309,0.000161,18.897830,18.919286,-50.682898,0.021589,12642.8,5823.8,NaN,-33.441,0.351132,1.116592,740.168,0.022157,-0.010828,1.061143,0.006338,0.006338,0.817307,-0.725218,1
ZTF25aaxiqif,r,12.845,0.734,15.781,18.603,0.081,93.8,11,NaN,-0.356035,0.010236,-0.045034,-0.044537,0.000497,18.862415,18.814998,9.759411,-0.036889,10343.2,10204.6,-8.334,132.778,0.453105,1.940988,640.605,0.113012,-0.561821,1.007499,0.000414,0.000414,2.001240,3.280904,4
ZTF25aaxiqif,i,2.936,NaN,17.983,18.800,0.000,0.3,5,NaN,0.000000,-0.003837,0.024281,-0.024281,-0.048562,18.878894,18.878894,6.041053,-0.043856,10343.2,10204.6,-8.334,132.778,0.015361,0.116470,271.834,0.105132,-0.197978,1.000000,0.000000,0.000000,-2.359037,13.461198,8
ZTF25aaxiqif,g,1.101,4.037,9.909,18.788,0.011,3.2,14,NaN,-0.000451,0.004421,0.009084,0.095225,0.086141,18.967859,18.976940,-0.160062,-0.009668,10343.2,10204.6,-8.334,132.778,0.083606,0.513975,614.516,0.699255,-0.668486,1.009553,0.000023,0.000023,1.928198,7.415178,22
ZTF25aaxiwgb,r,8.795,7.696,16.492,18.903,1.664,36.8,30,32.983,-0.150563,0.036456,0.018985,0.021430,0.002445,19.734501,19.758991,-26.548331,0.028086,9559.3,5442.3,14.595,-43.149,0.473235,2.036158,531.255,0.061855,-0.206041,1.066420,0.017981,0.017981,0.677359,0.310326,2
ZTF25aaxiwgb,g,7.696,8.795,14.293,19.036,0.506,45.0,20,25.287,-0.175071,-0.044502,0.038328,0.040644,0.002316,19.220732,19.263680,-5.724265,0.045845,9559.3,5442.3,14.595,-43.149,0.646057,2.202133,466.291,0.113053,-0.236557,1.063502,0.005118,0.005118,-0.040941,-1.383720,3
ZTF25aaxjntk,g,6.060,14.140,18.056,15.580,523.071,26539.4,39,18.179,-0.194044,0.026608,0.128850,0.128068,-0.000782,17.175202,17.300086,-17.983137,0.119676,44891.4,7910.9,-332.888,53.204,1.327341,5.518506,3469.298,0.128235,-0.571109,1.245813,0.070394,0.070394,-0.477955,-0.606200,4
ZTF25aaxjntk,r,10.100,12.120,20.076,15.639,26.522,17629.8,48,22.219,-0.136858,0.035682,-0.726452,-0.639722,0.086730,18.071283,17.525781,14.063345,-0.450582,44891.4,7910.9,-332.888,53.204,1.221224,4.676879,3361.687,0.111710,-0.768611,1.238527,0.015680,0.015680,-0.034541,-1.085034,9
ZTF25aaxjzpf,r,5.872,6.850,11.743,18.893,0.050,74.7,8,35.229,-0.108269,0.046053,0.013887,0.027209,0.013322,18.935642,18.973594,-1.292300,0.046261,10141.1,4947.7,6.061,-33.794,0.356015,1.218077,536.759,0.058663,-0.157635,1.064471,0.000241,0.000241,-0.074703,-0.961187,4
ZTF25aaxjzpf,g,6.850,7.829,13.700,18.785,0.291,131.8,8,25.443,-0.087082,0.029051,-0.104051,-0.106643,-0.002592,19.704993,19.597330,13.665061,-0.107038,10141.1,4947.7,6.061,-33.794,0.679687,1.921223,509.020,0.095459,-0.107649,1.102212,0.003125,0.003125,0.236024,-1.417608,2
ZTF25aaxjzzz,r,8.895,13.343,15.567,17.073,10.272,1604.5,61,31.134,-0.044821,0.017528,0.033781,0.034076,0.000295,19.577496,19.611776,-66.293740,0.034389,19757.2,7639.4,-43.210,74.947,0.970859,2.989705,1606.343,0.060847,-0.195233,1.169628,0.026586,0.026586,-0.093083,-1.331622,5
ZTF25aaxjzzz,g,4.448,17.791,11.119,17.419,21.772,1791.3,78,NaN,0.012753,-0.023158,0.060992,0.056626,-0.004367,19.739239,19.791497,-33.964503,0.047938,19757.2,7639.4,-43.210,74.947,1.135927,3.074743,1439.985,0.094337,-0.050407,1.141393,0.039226,0.039226,-0.673376,-1.234263,3
ZTF25aaxjzzz,i,6.672,11.119,11.119,17.628,1.248,36.2,38,NaN,0.021741,-0.008913,0.061169,0.066368,0.005199,17.936419,18.006190,-5.982918,0.071245,19757.2,7639.4,-43.210,74.947,0.532410,1.937111,624.557,0.092931,-0.056263,1.051953,0.003830,0.003830,0.147998,-0.611983,4
ZTF25aaxnchn,r,11.856,8.468,20.854,15.628,32.065,16367.3,41,20.324,-0.216529,0.037040,-0.062852,-0.052594,0.010258,15.679050,15.640977,3.876018,-0.017823,44020.6,9327.3,-323.013,-224.239,1.162376,5.382810,3361.687,0.108724,-0.901376,1.211988,0.017632,0.017632,0.473199,0.133308,8
ZTF25aaxnchn,g,6.775,13.550,19.160,15.692,325.506,25973.7,35,25.405,-0.057750,0.018491,0.081546,0.091346,0.009800,16.100464,16.200493,-7.696446,0.107493,44020.6,9327.3,-323.013,-224.239,1.217504,3.430695,3469.298,0.124274,-0.110586,1.218634,0.553852,0.553852,-0.313573,-1.523675,2
ZTF25aaxocya,r,NaN,1.632,0.000,17.667,1.225,2.8,13,NaN,0.019676,0.020399,0.019722,0.019871,0.000149,17.726046,17.746049,-1.999468,0.020116,17486.8,15941.7,NaN,-150.067,0.059243,0.200878,660.574,0.020422,0.019486,1.011370,0.005485,0.005485,0.016775,-1.203873,0
ZTF25aaxpdfh,r,10.023,40.091,10.023,18.894,0.247,12.6,10,65.148,-0.030313,0.017294,-0.342134,-0.454535,-0.112400,19.858129,19.469458,6.020567,-0.299566,8343.1,5758.6,NaN,-59.720,0.285113,1.674465,244.296,0.689010,-0.427910,1.050533,0.009920,0.009920,1.457957,4.796576,10
ZTF25aaxpdfh,g,NaN,10.023,0.000,19.208,0.109,61.7,5,NaN,0.001077,-0.000000,0.099422,-0.099422,-0.198844,20.653833,20.470154,-47.897118,-0.116035,8343.1,5758.6,NaN,-59.720,0.245413,1.856200,286.207,0.866899,-0.440342,1.057268,0.000969,0.000969,-1.223910,9.007364,4
ZTF25aaxqbfo,r,10.744,1.953,17.093,19.024,0.740,61.0,13,NaN,-0.248199,0.069615,-0.023466,-0.010536,0.012929,19.024229,19.028689,1.142991,0.021558,7108.1,5306.8,23.937,-255.418,0.672019,2.339520,434.689,0.114779,-0.264326,1.021645,0.004809,0.004809,1.238465,0.289658,1
ZTF25aaxqbfo,g,9.767,1.465,18.069,20.213,0.033,4.1,11,18.069,-0.074804,0.166734,-0.110301,-0.133512,-0.023211,20.531920,20.390532,10.129978,-0.114921,7108.1,5306.8,23.937,-255.418,0.384999,1.089035,189.000,0.220162,-0.142629,1.042733,0.000819,0.000819,0.390517,-1.353985,6
ZTF25aaxrkep,g,1.731,19.046,1.731,19.551,0.519,1.6,35,NaN,0.004774,0.003325,0.014040,0.014238,0.000198,19.815375,19.829786,-31.273255,0.014557,7080.6,5206.4,NaN,-2.764,0.270355,0.730725,181.372,0.014895,-0.001245,1.037223,0.013247,0.013247,-0.060014,-1.554800,1
ZTF25aaxrkep,r,NaN,13.851,0.000,19.709,0.482,1.0,26,NaN,0.008763,0.004668,0.008791,0.008780,-0.000011,19.874878,19.883644,-17.952072,0.008750,7080.6,5206.4,NaN,-2.764,0.185605,0.608069,172.956,0.008809,0.003550,1.030852,0.017682,0.017682,-0.250900,-1.215266,0
ZTF25aaxrqam,g,5.362,3.412,9.748,18.271,1.094,55.6,10,16.572,-0.157626,0.157263,0.120574,0.134620,0.014046,18.827066,18.972745,-6.234647,0.153664,13241.2,6273.9,37.546,-430.843,0.476859,1.621959,530.094,0.160384,-0.181929,1.088773,0.006316,0.006316,0.582791,-0.827217,1
ZTF25aaxsmkl,r,10.281,11.994,20.847,17.646,0.988,81.3,36,32.555,-0.061715,0.024027,-0.120672,-0.118735,0.001937,18.786768,18.670741,18.847906,-0.112569,9652.8,7065.7,-6.112,-25.589,0.642361,2.032409,565.303,0.059186,-0.117795,1.115174,0.004898,0.004898,-0.195014,-1.316970,3
ZTF25aaxsmkl,i,68.538,5.140,70.537,18.408,0.000,0.4,5,NaN,0.000000,0.000008,0.031121,0.002229,-0.028891,18.409545,18.409545,-3.319868,0.000000,9652.8,7065.7,-6.112,-25.589,0.000377,0.003200,265.463,0.001867,-0.001826,1.000080,0.000000,0.000000,-0.136405,14.290636,4
ZTF25aaxsmkl,g,3.427,15.421,63.683,20.467,0.006,0.9,7,NaN,0.000000,-0.004569,-0.077350,0.083870,0.161220,20.767997,20.905362,-15.263942,0.137316,9652.8,7065.7,-6.112,-25.589,0.079648,0.681279,109.477,0.397608,-0.189994,1.017015,0.000334,0.000334,-0.138285,11.158721,11
ZTF25aaxsqaw,r,4.286,3.429,7.715,17.801,1.437,10.2,37,NaN,-0.038571,0.059281,0.061314,0.061751,0.000437,18.338630,18.399985,-12.279196,0.060167,16437.9,12831.2,3.223,-367.097,0.153689,0.537899,486.483,0.061770,-0.052668,1.030217,0.006745,0.006745,0.958506,-0.181573,1
ZTF25aaxvwdu,r,12.969,5.404,31.342,17.935,0.789,30.9,35,30.261,-0.056820,0.041419,0.032769,0.026634,-0.006135,18.725309,18.745815,-17.606198,0.014570,15458.4,10524.6,-4.768,-44.513,0.640901,2.003194,569.974,0.059752,-0.098500,1.046547,0.006702,0.006702,0.584270,-0.929565,2
ZTF25aaxwrva,g,4.715,4.715,8.756,18.168,1.761,493.0,17,16.838,-0.246638,0.153435,-0.352563,-0.332125,0.020438,19.072172,18.778697,6.772244,-0.241036,13315.4,4978.6,-2.868,-329.690,0.725907,2.490848,1035.471,0.161329,-0.355572,1.137097,0.001939,0.001939,0.518166,-0.885578,4
ZTF25aaxwrva,r,5.388,4.715,10.103,18.328,0.650,238.6,16,20.879,-0.247297,0.128189,0.140407,0.142406,0.001998,19.984099,20.124406,-20.855267,0.133516,13315.4,4978.6,-2.868,-329.690,0.578416,2.021979,908.647,0.142447,-0.326272,1.098369,0.001047,0.001047,0.634082,-0.788318,2
ZTF25aaxzllv,r,8.852,0.738,15.122,18.429,7.785,120.7,15,NaN,-0.312547,0.005011,-0.079688,-0.047628,0.032060,18.457918,18.434951,3.120115,-0.005722,11741.1,11005.8,23.715,-245.150,1.001865,3.051115,732.262,0.012834,-0.337832,1.001552,0.019696,0.019696,0.816376,-0.783622,1
ZTF25aaxzllv,g,4.795,1.106,14.015,18.629,0.637,132.8,10,NaN,0.011492,0.061557,0.080067,0.084649,0.004581,18.880863,18.958762,-2.985875,0.064192,11741.1,11005.8,23.715,-245.150,0.712661,1.803715,666.808,0.105880,-0.260589,1.013832,0.008812,0.008812,0.193428,-1.685221,2
ZTF25aayelvu,r,6.313,0.611,7.943,19.965,0.046,3.9,8,NaN,-0.225703,0.038297,-0.010780,-0.044083,-0.033303,19.987593,19.965069,1.923558,0.029850,6068.6,5810.3,4.454,-198.610,0.157282,0.612397,240.129,0.073969,-0.252787,1.004729,0.000759,0.000759,1.889752,2.381259,3
ZTF25aayiimj,r,14.796,14.796,27.126,19.334,1.836,24.2,29,46.854,-0.049749,0.009949,-0.071077,-0.067126,0.003951,19.784469,19.721518,16.072011,-0.058581,7740.1,4893.1,-127.106,1.064,0.497726,1.531599,363.173,0.036958,-0.092952,1.079216,0.035000,0.035000,-0.448622,-1.158247,3
ZTF25aayiimj,g,14.796,2.466,24.660,19.794,0.385,10.2,16,14.796,-0.023890,0.000000,0.395241,-0.053139,-0.448379,21.326752,20.917129,-12.374233,-0.260781,7740.1,4893.1,-127.106,1.064,0.239113,1.574751,201.669,0.318234,-0.274037,1.040254,0.007011,0.007011,0.100884,5.537652,12
ZTF25aayiimj,i,12.330,17.262,27.126,19.175,1.022,3.7,8,NaN,-0.017108,-0.010622,-0.005625,-0.003244,0.002381,19.175674,19.174917,2.038805,0.001822,7740.1,4893.1,-127.106,1.064,0.400256,1.205755,241.999,0.042957,-0.022755,1.034724,0.017194,0.017194,-0.185521,-1.322449,3
ZTF25aaylqqq,g,7.967,10.623,38.496,18.401,2.405,157.6,47,21.247,-0.153216,0.012181,0.099475,0.103452,0.003978,19.531919,19.639047,-15.442193,0.110314,13159.6,6818.9,9.401,-20.872,1.012813,2.861330,728.330,0.114883,-0.253575,1.155499,0.007687,0.007687,-0.207001,-1.541927,4
ZTF25aaylqqq,r,9.295,7.967,38.496,17.967,11.188,246.7,69,30.542,-0.154388,0.011821,-0.197929,-0.158766,0.039163,18.314031,18.191951,7.607402,-0.089596,13159.6,6818.9,9.401,-20.872,0.536770,2.512259,884.631,0.065707,-0.333684,1.073197,0.102403,0.102403,0.485455,0.586821,3
ZTF25aaylqqq,i,NaN,10.623,23.889,18.036,1.412,13.8,11,NaN,0.032851,-0.021027,0.034278,0.034109,-0.000169,18.490099,18.523925,-13.041354,0.033428,13159.6,6818.9,9.401,-20.872,0.282134,0.965255,430.436,0.034324,-0.022880,1.030813,0.009076,0.009076,-0.884646,-0.354518,2
ZTF25aaymdbo,r,9.435,6.004,17.154,18.728,1.513,37.8,43,30.877,-0.253088,0.044617,0.062234,0.079124,0.016891,19.623810,19.718050,-21.760227,0.105903,9962.3,5666.0,239.085,-2.925,0.722741,2.881042,556.373,0.107621,-0.286364,1.059196,0.007483,0.007483,1.478137,1.559968,3
ZTF25aaymdbo,g,7.719,6.004,17.154,18.739,1.558,55.7,32,18.869,-0.172386,0.097457,0.004982,0.024299,0.019317,18.768463,18.809201,-0.840701,0.054376,9962.3,5666.0,239.085,-2.925,0.746681,2.298534,531.828,0.117198,-0.200877,1.113391,0.013631,0.013631,0.174210,-1.384497,2
ZTF25aaymdbo,i,0.858,13.723,18.012,19.192,0.002,2.8,17,NaN,0.000000,-0.008564,0.229361,-0.261248,-0.490609,19.868470,19.942644,-7.848935,-0.117762,9962.3,5666.0,239.085,-2.925,0.179262,1.285913,183.333,0.575041,-0.975721,1.023463,0.000076,0.000076,0.755066,6.416935,14
ZTF25aaymgxm,i,1.711,42.771,5.132,18.540,0.920,24.8,16,NaN,0.025003,0.012236,-0.055564,-0.056895,-0.001331,19.172199,19.114865,-37.736853,-0.056920,13594.9,11338.2,-147.014,-18.810,0.342116,1.044795,380.684,0.063019,-0.057021,1.016255,0.010704,0.010704,0.764765,-0.880180,3
ZTF25aaymgxm,g,3.422,1.711,10.265,17.830,0.003,152.4,5,NaN,-0.012985,0.000000,0.051226,-0.099418,-0.150644,18.943105,18.713497,10.264997,-0.284823,13594.9,11338.2,-147.014,-18.810,0.163829,1.212207,1058.693,0.171041,-0.277338,1.030511,0.000003,0.000003,0.575358,7.334258,5
ZTF25aaymnha,r,17.923,25.093,35.847,19.036,1.415,31.2,72,64.524,-0.033029,0.000715,-0.003197,-0.003523,-0.000326,20.528438,20.524594,-139.801514,-0.004158,9385.0,5117.2,16.659,13.745,0.534953,1.513475,493.041,0.025441,-0.055615,1.078586,0.029222,0.029222,-0.568140,-1.198737,6
ZTF25aaymnha,i,17.923,28.677,35.847,19.142,2.393,8.5,42,NaN,-0.013797,-0.008736,0.002251,0.003547,0.001296,19.148945,19.153787,-2.039152,0.006132,9385.0,5117.2,16.659,13.745,0.524638,1.464345,298.810,0.029818,-0.023892,1.053693,0.055372,0.055372,-0.325925,-1.483633,3
ZTF25aaymnha,g,17.923,25.093,32.262,18.857,2.121,30.3,95,75.278,-0.029186,-0.014874,0.014988,0.014432,-0.000556,19.312199,19.326120,-27.616619,0.013466,9385.0,5117.2,16.659,13.745,0.693894,2.051209,651.760,0.038677,-0.066891,1.076710,0.039771,0.039771,-0.085216,-1.463031,4
ZTF25aaymnmn,r,18.843,71.602,105.519,19.806,0.420,1.5,33,NaN,0.002872,-0.002900,-0.017204,-0.017690,-0.000485,20.241273,20.223173,35.662727,-0.018434,6460.4,5873.1,2.560,2.132,0.212118,0.630525,120.756,0.011107,-0.018924,1.001829,0.017752,0.017752,0.390204,-1.409356,4
ZTF25aaymnmn,g,15.074,15.074,90.445,19.777,0.593,1.1,56,NaN,0.003319,0.000102,-0.015131,-0.014885,0.000246,20.264207,20.249698,84.470685,-0.014000,6460.4,5873.1,2.560,2.132,0.186141,0.736393,134.658,0.018916,-0.030370,1.022894,0.026864,0.026864,-0.515473,-0.105258,4
ZTF25aaymwcj,r,8.996,2.646,31.209,18.431,2.077,135.2,13,NaN,-0.293230,-0.031765,-0.078961,-0.061422,0.017539,18.574235,18.521787,5.196956,-0.045026,12445.5,9312.4,34.204,-102.320,0.508841,2.182391,699.997,0.094713,-0.395328,1.014418,0.003178,0.003178,1.876581,2.926991,3
ZTF25aaymwcj,g,6.879,3.175,30.680,18.378,0.960,43.1,13,19.050,-0.164173,0.097097,-0.162151,-0.151525,0.010626,18.897715,18.760794,7.656146,-0.118964,12445.5,9312.4,34.204,-102.320,0.421554,1.503060,606.453,0.100323,-0.169975,1.054133,0.007352,0.007352,0.608991,-0.652338,2
ZTF25aayqxvf,r,2.690,3.586,5.380,18.615,0.099,34.7,6,9.863,-0.067298,-0.008376,-0.404397,-0.291473,0.112924,18.763374,18.626002,2.434926,0.011673,11567.6,5970.8,-29.092,-22.808,0.286342,1.632714,294.780,0.179576,-0.434241,1.044113,0.000553,0.000553,-0.972150,2.558100,3
ZTF25aayqxvf,g,2.690,3.586,5.380,18.514,0.337,114.5,6,8.070,-0.048053,0.063431,-0.440311,-0.317149,0.123162,18.663090,18.520219,2.378039,0.035671,11567.6,5970.8,-29.092,-22.808,0.491283,2.050912,436.982,0.271283,-0.476273,1.110776,0.001278,0.001278,-1.306347,1.113773,3
ZTF25aaysvaj,g,8.185,4.407,13.222,19.658,0.797,11.5,27,NaN,-0.227483,0.081720,-0.109081,-0.077896,0.031184,19.761003,19.709559,5.153806,-0.030539,7013.1,5072.6,5.845,-208.932,0.481067,1.918248,334.628,0.099937,-0.284106,1.037801,0.009059,0.009059,1.635289,1.961428,1
ZTF25aaysvaj,r,9.444,3.148,17.629,19.628,2.057,12.8,26,NaN,-0.125023,0.070141,-0.051011,-0.039281,0.011730,19.674809,19.647377,3.715233,-0.015632,7013.1,5072.6,5.845,-208.932,0.425490,1.528311,330.443,0.076663,-0.129312,1.034626,0.028346,0.028346,0.987026,-0.019413,1
ZTF25aaytfvv,r,8.846,4.423,13.269,18.695,1.515,42.1,18,NaN,-0.305032,0.046169,0.030822,0.040875,0.010054,18.811161,18.861710,-4.713657,0.058661,10918.8,6520.3,-1.467,32.181,0.578100,2.483093,453.606,0.066722,-0.431302,1.039340,0.009050,0.009050,1.793878,2.888485,1
ZTF25aaytfvv,g,8.846,4.423,12.637,18.684,0.507,113.9,15,18.956,-0.296777,0.072677,-0.164255,-0.111563,0.052692,18.968259,18.886278,6.595595,-0.068207,10918.8,6520.3,-1.467,32.181,0.664130,2.456423,596.233,0.194686,-0.462930,1.080496,0.001935,0.001935,0.613804,-0.767999,2
ZTF25aaytlnf,g,6.347,4.232,35.968,18.870,0.571,37.1,14,NaN,0.091256,0.051719,0.025381,0.031005,0.005625,18.946220,18.980339,-2.852863,0.035777,10134.1,7471.1,14.763,-266.161,0.949640,2.710074,592.095,0.120627,-0.239213,1.038794,0.003129,0.003129,0.197084,-1.471697,2
ZTF25aaytlnf,r,10.579,3.174,38.084,18.817,1.152,58.1,15,NaN,0.042365,0.048858,0.056107,0.058207,0.002101,19.238585,19.298804,-9.751955,0.062174,10134.1,7471.1,14.763,-266.161,1.332365,3.339185,583.605,0.063997,-0.215573,1.032337,0.003344,0.003344,0.090988,-1.761607,1
ZTF25aayvwoc,g,5.523,5.523,18.699,19.119,0.537,24.7,10,16.570,-0.206718,0.082850,-0.211281,-0.168189,0.043092,19.355544,19.233654,4.711470,-0.076428,9533.1,4362.7,21.749,-46.135,0.750506,2.252282,370.772,0.133462,-0.279579,1.117802,0.005797,0.005797,0.274851,-1.302699,2
ZTF25aayvwoc,r,6.214,6.214,19.389,18.843,1.911,76.5,11,23.474,-0.250208,0.063444,-0.138648,-0.090122,0.048527,18.916970,18.866640,3.400928,-0.020985,9533.1,4362.7,21.749,-46.135,0.521553,2.078643,446.761,0.094587,-0.363073,1.060966,0.011791,0.011791,0.946529,0.244746,4
ZTF25aayvymv,g,9.462,1.892,22.077,17.469,0.194,425.1,9,NaN,-0.020597,0.054036,-0.039476,-0.023660,0.015816,17.477272,17.468650,2.224387,0.005795,19514.3,16267.9,-1.416,-784.493,0.986332,2.619958,835.569,0.191039,-0.267430,1.023538,0.000672,0.000672,0.617664,-1.316072,2
