object,band,variant,rise_time_days,decay_time_days,peak_time_days,chi2,n_obs,fwhm_days,rise_rate_mag_per_day,decay_rate_mag_per_day,powerlaw_amplitude,powerlaw_index
ZTF25aatrvpg,r,FastDecay,NaN,30.678,1.350,1.559,6,NaN,-0.000000,0.035391,NaN,NaN
ZTF25aatrzyq,r,Bazin,1.000,20.049,1.012,1.765,49,87.915,0.049363,0.010066,NaN,NaN
ZTF25aatrzyq,g,Bazin,1.000,25.617,30.000,0.962,30,102.912,-0.070009,0.007638,NaN,NaN
ZTF25aatrzyq,i,Bazin,1.000,11.646,30.000,0.694,27,102.912,-0.080114,0.001170,NaN,NaN
ZTF25aattqgf,r,Full,167.935,683.463,55.716,2.741,11,NaN,-0.003729,-0.003515,NaN,NaN
ZTF25aattqgf,g,Full,68.303,1309.195,45.716,27.083,11,NaN,-0.002673,0.000023,NaN,NaN
ZTF25aatupjy,g,Bazin,3.149,20.553,3.464,0.572,22,40.872,-0.099007,0.087288,NaN,NaN
ZTF25aatupjy,r,Bazin,6.047,25.096,5.053,0.309,14,4.929,-0.047390,0.043158,NaN,NaN
ZTF25aatvtvy,r,Bazin,2.472,21.279,2.590,28.211,31,62.319,0.029784,0.030931,NaN,NaN
ZTF25aatvtvy,g,Bazin,4.556,7.226,11.063,38.065,27,67.442,0.051187,0.000623,NaN,NaN
ZTF25aatwsay,r,Bazin,1.000,1.517,-3.278,0.337,5,NaN,0.009053,0.000000,NaN,NaN
ZTF25aatwsay,g,Bazin,3.912,1.614,13.753,0.008,3,29.929,0.399669,0.000145,NaN,NaN
ZTF25aatwvfl,r,Bazin,1.571,33.115,6.310,0.115,5,5.103,-0.244819,0.025226,NaN,NaN
ZTF25aatwvfl,g,Bazin,1.097,23.435,4.388,0.922,5,33.848,-0.414253,0.043284,NaN,NaN
ZTF25aatxnic,r,FastDecay,NaN,16.567,23.030,2.227,51,25.448,0.016386,0.065535,NaN,NaN
ZTF25aatxnic,g,FastDecay,NaN,44.190,33.030,0.417,5,2.707,0.008595,0.024570,NaN,NaN
ZTF25aatxnic,i,FastDecay,NaN,17.636,33.030,0.034,2,17.055,0.013755,0.061564,NaN,NaN
ZTF25aatxnwx,r,Bazin,3.241,22.302,7.135,2.008,17,36.946,-0.236669,0.062005,NaN,NaN
ZTF25aatxnwx,g,Bazin,26.647,3.481,30.000,0.000,2,34.161,0.281859,0.073001,NaN,NaN
ZTF25aatxryo,g,FastDecay,NaN,43.946,70.575,0.822,53,10.300,0.003805,0.024706,NaN,NaN
ZTF25aatxryo,r,FastDecay,NaN,17.239,93.710,1.531,53,4.196,0.002136,0.053555,NaN,NaN
ZTF25aatxryo,i,FastDecay,NaN,28.649,80.575,1.307,35,13.734,0.007932,0.037898,NaN,NaN
ZTF25aatxsag,g,Full,665.142,8.262,30.787,0.163,4,0.767,0.016126,0.130595,NaN,NaN
ZTF25aatxsag,r,Full,244.692,7.041,40.787,0.034,1,NaN,0.018687,0.021866,NaN,NaN
ZTF25aatxsfd,r,Bazin,3.370,18.064,0.558,1.666,22,45.410,0.016700,0.023662,NaN,NaN
ZTF25aatxsfd,g,Bazin,4.803,7.066,10.076,0.946,17,49.916,0.022378,0.003410,NaN,NaN
ZTF25aatzejc,r,Bazin,3.568,33.115,19.380,3.650,46,45.939,-0.220610,0.043252,NaN,NaN
ZTF25aatzejc,g,Bazin,3.343,19.188,20.670,3.469,43,45.939,-0.192127,0.067604,NaN,NaN
ZTF25aauasqm,r,Bazin,4.240,28.880,4.752,0.740,241,36.978,-0.100029,0.040325,NaN,NaN
ZTF25aauboyl,r,Full,7.031,9.849,1.682,33.856,36,NaN,-0.076983,0.082132,NaN,NaN
ZTF25aauczop,g,Bazin,1.373,20.121,0.847,0.795,15,0.130,-0.076142,0.033673,NaN,NaN
ZTF25aauczop,r,Bazin,1.547,2.436,-92.578,2.921,13,NaN,-0.000000,-0.000000,NaN,NaN
ZTF25aaudior,r,Full,23.378,64.022,16.159,3.594,7,NaN,0.002711,-0.003399,NaN,NaN
ZTF25aaudior,g,Full,63.549,23.552,6.159,12.549,4,3.901,0.029829,0.038613,NaN,NaN
ZTF25aaudpzv,r,Full,7.011,0.009,14.429,1.206,18,4.359,-0.096708,0.057515,NaN,NaN
ZTF25aaudpzv,g,Full,3.398,0.007,6.945,1.813,12,29.910,-0.198371,0.074959,NaN,NaN
ZTF25aaufdhw,r,Full,1.333,80.317,2.322,1.007,60,85.875,-0.038510,0.013518,NaN,NaN
ZTF25aaufdhw,g,Full,3.965,164.455,-5.000,0.856,57,44.880,0.008028,0.006602,NaN,NaN
ZTF25aaufdhw,i,Full,0.508,69.616,2.457,0.687,25,85.875,-0.083892,0.015596,NaN,NaN
ZTF25aaufltl,r,Bazin,7.350,33.115,6.995,1.238,68,132.763,0.006227,0.001073,NaN,NaN
ZTF25aaufltl,g,Bazin,1.003,20.778,24.647,1.227,24,195.702,-0.035977,0.000213,NaN,NaN
ZTF25aaufltl,i,Bazin,23.704,33.115,29.579,0.628,21,105.227,0.004846,0.001759,NaN,NaN
ZTF25aaufoxf,r,Full,572.412,113.325,-2.246,0.991,44,NaN,0.000309,0.008680,NaN,NaN
ZTF25aaufoxf,i,Full,665.127,227.661,7.754,1.146,21,NaN,0.008303,0.012409,NaN,NaN
ZTF25aaufoxf,g,Full,408.408,50.704,7.713,0.216,4,NaN,-0.001329,0.020161,NaN,NaN
ZTF25aaugeio,r,FastDecay,NaN,38.086,100.000,4.441,33,85.097,0.013742,0.028508,NaN,NaN
ZTF25aaugeio,g,FastDecay,NaN,103.528,100.000,0.949,2,29.848,0.001269,0.010487,NaN,NaN
ZTF25aaugeir,r,Bazin,3.674,33.115,5.393,1.366,19,3.433,-0.186949,0.038077,NaN,NaN
ZTF25aaugeir,g,Bazin,29.957,1.522,-67.434,32.297,16,NaN,-0.000000,-0.000000,NaN,NaN
ZTF25aaugemf,g,Full,2.717,7.046,13.932,1.390,11,29.082,-0.389429,0.147466,NaN,NaN
ZTF25aaugemf,r,Full,7.385,11.451,17.715,0.342,5,11.399,-0.118303,0.051221,NaN,NaN
ZTF25aaugjsk,r,Bazin,1.361,27.489,-0.374,0.810,20,1.089,-0.033077,0.034755,NaN,NaN
ZTF25aaugjsk,g,Bazin,2.285,11.773,-0.895,0.618,11,11.159,0.015351,0.044255,NaN,NaN
ZTF25aauhbec,r,Bazin,1.897,33.115,16.493,2.532,36,84.991,-0.021019,0.009193,NaN,NaN
ZTF25aauhbec,g,Bazin,2.849,17.686,15.423,1.177,33,59.792,0.011559,0.009909,NaN,NaN
ZTF25aauhbwo,r,Bazin,3.474,22.850,20.717,2.318,43,70.935,-0.120296,0.035899,NaN,NaN
ZTF25aauhbwo,g,Bazin,3.266,18.417,19.939,1.596,26,70.935,-1.956723,0.069866,NaN,NaN
ZTF25aauhcoe,r,Bazin,2.355,9.199,2.375,0.429,17,3.847,-0.054712,0.038469,NaN,NaN
ZTF25aauhcoe,g,Bazin,16.820,14.523,30.000,3.983,11,10.098,0.043336,0.182464,NaN,NaN
ZTF25aauhheg,g,FastDecay,NaN,26.982,9.585,0.330,5,NaN,0.019010,0.034764,NaN,NaN
ZTF25aauhheg,r,FastDecay,NaN,19.499,4.093,0.034,1,2.199,0.021034,0.055683,NaN,NaN
ZTF25aauhsoe,r,FastDecay,NaN,148.413,57.343,0.776,86,67.039,0.009354,0.007316,NaN,NaN
ZTF25aauhsoe,g,FastDecay,NaN,90.860,27.640,0.878,59,97.732,0.011948,0.011950,NaN,NaN
ZTF25aauhsoe,i,FastDecay,NaN,145.701,55.602,0.820,28,82.385,0.012122,0.007452,NaN,NaN
ZTF25aauijjd,r,Full,2.792,20.243,23.481,8.296,157,71.818,-0.370711,0.053636,NaN,NaN
ZTF25aauijjd,g,Full,3.573,10.902,25.765,13.387,26,71.818,-0.294559,0.099572,NaN,NaN
ZTF25aaulggp,r,Full,536.616,18.627,46.562,1.804,73,47.320,-0.001043,0.057322,NaN,NaN
ZTF25aaulggp,i,Full,197.410,50.633,49.258,0.688,4,32.801,0.004994,0.019002,NaN,NaN
ZTF25aaulggp,g,Full,197.410,50.633,56.562,0.233,2,10.217,-0.003051,0.018952,NaN,NaN
ZTF25aaumuvk,r,FastDecay,NaN,26.626,63.536,1.188,33,NaN,0.002824,0.038067,NaN,NaN
ZTF25aaumuvk,g,FastDecay,NaN,11.165,53.536,0.034,1,9.614,0.010224,0.097249,NaN,NaN
ZTF25aaupxfb,r,Bazin,3.978,12.023,3.909,0.852,37,NaN,-0.048953,0.044441,NaN,NaN
ZTF25aaupzsu,r,Bazin,3.492,23.260,7.822,0.733,26,44.991,-0.174837,0.054523,NaN,NaN
ZTF25aaupzsu,g,Bazin,4.989,3.142,-98.185,4.399,13,NaN,-0.000000,-0.000000,NaN,NaN
ZTF25aaurwnn,r,Bazin,3.205,21.994,8.893,1.861,38,55.911,-0.158716,0.047436,NaN,NaN
ZTF25aaurwnn,g,Bazin,1.000,14.238,7.448,8.857,27,55.911,-0.292561,0.042156,NaN,NaN
ZTF25aaurzyo,g,Full,0.512,4.988,0.227,0.066,8,14.023,-0.149144,0.217667,NaN,NaN
ZTF25aaurzyo,r,Full,0.766,7.101,0.831,1.188,8,14.023,-0.333637,0.152893,NaN,NaN
ZTF25aauscfu,r,Bazin,4.436,33.115,9.386,1.713,38,55.950,-0.161751,0.044093,NaN,NaN
ZTF25aauscfu,g,Bazin,2.607,33.115,6.142,12.133,30,55.950,-1.735710,0.091065,NaN,NaN
ZTF25aausgcv,r,Full,2.129,1808.042,3.996,1.127,22,3.261,-0.321829,-0.034075,NaN,NaN
ZTF25aautevd,r,Full,3.297,25.785,9.145,2.360,15,7.002,-0.270723,0.040515,NaN,NaN
ZTF25aautevd,g,Full,2.888,23.067,9.265,3.151,13,7.313,-0.310691,0.046156,NaN,NaN
ZTF25aauumaw,r,Bazin,33.115,18.583,11.254,7.405,46,53.113,0.038633,0.022423,NaN,NaN
ZTF25aauumaw,g,Bazin,16.713,10.702,18.026,1.527,3,61.904,0.075274,-0.000000,NaN,NaN
ZTF25aauurnj,r,Full,4.133,17.984,11.054,0.772,26,5.250,-0.169331,0.051977,NaN,NaN
ZTF25aauurnj,g,Full,5.092,13.280,12.188,1.225,16,3.354,-0.127375,0.066467,NaN,NaN
ZTF25aauvaxd,r,Full,2.171,50.175,5.471,2.115,15,37.007,-0.267981,0.021667,NaN,NaN
ZTF25aauvaxd,g,Full,2.196,38.188,4.415,1.078,11,37.007,-0.210541,0.140714,NaN,NaN
ZTF25aauvber,r,FastDecay,NaN,21.617,57.710,356.364,27,28.970,0.050227,0.050227,NaN,NaN
ZTF25aauvber,g,FastDecay,NaN,9.734,61.015,22.848,21,37.153,0.111536,0.111536,NaN,NaN
ZTF25aauvber,i,FastDecay,NaN,58.760,47.710,4.479,16,3.317,0.018477,0.018477,NaN,NaN
ZTF25aauvezr,g,Full,665.142,13.308,22.880,0.644,12,11.076,0.033385,0.111312,NaN,NaN
ZTF25aauvezr,r,Full,244.692,4.896,32.880,3.415,10,4.955,0.023450,0.051628,NaN,NaN
ZTF25aauvser,r,FastDecay,NaN,148.413,92.041,3.576,54,NaN,0.000000,0.007307,NaN,NaN
ZTF25aauvser,g,FastDecay,NaN,90.154,39.385,2.706,51,70.988,0.013615,0.012043,NaN,NaN
ZTF25aauvsgd,r,Bazin,1.007,21.115,1.091,0.000,2,0.380,-0.444122,0.010229,NaN,NaN
ZTF25aauvsgd,g,Bazin,1.000,1.000,-98.301,0.000,1,NaN,-0.000000,-0.000000,NaN,NaN
ZTF25aauxymk,r,Full,4.460,13.671,8.636,1.164,11,1.566,-0.125783,0.069133,NaN,NaN
ZTF25aauxymk,g,Full,3.777,10.161,7.380,1.001,10,25.968,-0.148743,0.101701,NaN,NaN
ZTF25aauzrry,r,FastDecay,NaN,48.702,56.192,2.919,29,45.694,0.011588,0.022293,NaN,NaN
ZTF25aauzrry,g,FastDecay,NaN,20.820,46.192,215.675,22,45.694,0.008115,0.052149,NaN,NaN
ZTF25aauzryv,r,Full,1.558,89.556,2.297,5.695,32,76.932,-0.047154,0.012124,NaN,NaN
ZTF25aauzryv,g,Full,0.905,35.265,1.629,4.096,13,76.932,-0.018675,0.030788,NaN,NaN
ZTF25aavaacf,r,Full,5.048,19.065,28.283,1.111,17,39.922,-0.126986,0.053738,NaN,NaN
ZTF25aavaacf,g,Full,8.919,9.806,36.890,1.316,17,39.922,-0.069631,0.087399,NaN,NaN
ZTF25aavahfn,r,Bazin,3.030,7.260,10.578,0.921,15,NaN,-0.071933,0.061357,NaN,NaN
ZTF25aavahfn,g,Bazin,3.532,7.422,8.340,0.417,7,2.212,-0.085724,0.093781,NaN,NaN
ZTF25aavapev,r,Bazin,4.728,33.115,9.875,2.156,11,7.025,-0.285362,0.027183,NaN,NaN
ZTF25aavapev,g,Bazin,2.728,10.743,12.056,1.435,10,27.959,-0.177016,0.082811,NaN,NaN
ZTF25aavcbih,r,Bazin,2.445,22.998,10.309,5.204,33,53.944,-0.300733,0.048144,NaN,NaN
ZTF25aavcbih,g,Bazin,2.865,15.972,11.308,4.080,23,53.944,-0.265869,0.081389,NaN,NaN
ZTF25aavcgfk,r,Bazin,8.855,33.115,9.134,0.282,23,10.754,-0.026856,0.023854,NaN,NaN
ZTF25aavcgfk,g,Bazin,8.016,18.454,13.780,0.365,16,22.517,-0.023292,0.023780,NaN,NaN
ZTF25aavcsij,r,Bazin,3.257,3.857,8.750,0.415,22,26.945,0.025885,0.001345,NaN,NaN
ZTF25aavcsij,i,Bazin,2.625,1.000,-17.855,0.000,1,NaN,0.000000,0.000000,NaN,NaN
ZTF25aavcuyp,r,Full,3.907,61.799,100.000,2.192,42,28.887,0.017569,0.017569,NaN,NaN
ZTF25aavcuyp,g,Full,10.622,167.986,90.000,0.075,5,NaN,0.006463,0.006463,NaN,NaN
ZTF25aavczxs,r,Full,4.085,30.527,8.631,12.150,56,91.950,-0.077060,0.035566,NaN,NaN
ZTF25aavczxs,g,Full,4.801,13.818,11.627,15.975,46,91.950,-0.072803,0.078576,NaN,NaN
ZTF25aavddzo,r,Full,2.554,98.422,21.432,0.899,12,NaN,-0.084221,0.010877,NaN,NaN
ZTF25aavddzo,g,Full,0.940,36.207,23.390,5.105,9,1.798,-0.363656,0.029987,NaN,NaN
ZTF25aavdmzf,g,Full,3.972,14.065,9.669,23.989,94,106.925,-0.024829,0.077196,NaN,NaN
ZTF25aavdmzf,r,Full,2.917,30.211,6.395,35.824,68,106.925,-0.033176,0.035939,NaN,NaN
ZTF25aavdmzf,i,Full,10.796,38.232,19.669,30.337,28,38.149,-0.017506,0.028277,NaN,NaN
ZTF25aavdsoh,r,Full,3.376,23.916,8.249,2.580,20,50.970,-0.137343,0.045389,NaN,NaN
ZTF25aavdsoh,g,Full,3.266,12.422,9.009,1.194,16,50.970,-0.151163,0.087395,NaN,NaN
ZTF25aavfuyl,r,Full,84.473,1808.042,100.000,3.155,14,NaN,-0.002258,-0.001288,NaN,NaN
ZTF25aavfuyl,g,Full,120.487,1407.320,98.890,0.034,1,NaN,-0.001857,-0.001247,NaN,NaN
ZTF25aavgfqk,r,Full,6.295,17.477,38.278,1.571,24,47.958,-0.101009,0.058496,NaN,NaN
ZTF25aavgfqk,g,Full,4.649,47.508,28.278,0.620,5,1.205,-0.064046,0.022697,NaN,NaN
ZTF25aavggqd,r,Full,3.823,23.341,4.543,4.713,19,10.772,-0.054294,0.046443,NaN,NaN
ZTF25aavggqd,g,Full,4.769,10.901,7.127,1.118,16,20.276,-0.058735,0.099097,NaN,NaN
ZTF25aavgmld,r,Bazin,4.131,33.115,8.498,0.551,12,4.736,-0.150972,0.016482,NaN,NaN
ZTF25aavguaf,r,Bazin,3.958,31.752,10.566,0.102,8,7.340,-0.201519,-0.006874,NaN,NaN
ZTF25aavguaf,g,Bazin,2.925,33.115,8.718,0.802,8,6.234,-0.173831,0.012802,NaN,NaN
ZTF25aavgvck,g,Full,4.879,12.024,14.044,0.257,7,44.943,-0.135973,0.088909,NaN,NaN
ZTF25aavgvck,r,Full,1.795,5.451,4.044,7.369,3,44.943,-0.053922,0.199175,NaN,NaN
ZTF25aavhjcz,r,Full,2.846,27.629,6.532,1.138,15,71.920,-0.115967,0.039298,NaN,NaN
ZTF25aavhjcz,g,Full,2.519,13.939,5.651,4.195,10,71.920,-0.119575,0.077890,NaN,NaN
ZTF25aavhjcz,i,Full,1.064,10.164,-1.323,0.038,2,17.348,0.004455,0.106822,NaN,NaN
ZTF25aavhxan,r,Bazin,3.744,9.717,30.000,3.732,20,21.437,-0.033349,-0.018608,NaN,NaN
ZTF25aavhxan,g,Bazin,4.295,33.115,24.180,1.443,9,21.437,-0.000000,-0.017558,NaN,NaN
ZTF25aavikep,r,Bazin,3.128,20.650,8.892,3.488,38,48.945,-0.115693,0.029115,NaN,NaN
ZTF25aavikep,g,Bazin,4.144,6.464,17.441,3.243,25,48.945,-0.061556,0.035734,NaN,NaN
ZTF25aavikwq,r,Bazin,4.369,14.114,10.047,4.531,54,48.935,-0.085308,0.052480,NaN,NaN
ZTF25aavikwq,g,Bazin,3.234,14.354,7.414,3.068,39,48.935,-0.131379,0.102070,NaN,NaN
ZTF25aavikwq,i,Bazin,12.754,1.352,-84.994,1.841,18,NaN,-0.000000,0.000000,NaN,NaN
ZTF25aavilsy,r,Bazin,3.543,33.115,4.070,1.000,53,45.961,-0.123217,0.052217,NaN,NaN
ZTF25aavilsy,g,Bazin,3.880,5.786,15.790,1.108,42,22.403,-0.060279,0.039114,NaN,NaN
ZTF25aavilsy,i,Bazin,1.000,33.115,-30.497,0.541,13,NaN,0.015354,0.007755,NaN,NaN
ZTF25aavivut,r,Bazin,2.975,33.115,-0.096,0.484,32,32.260,-0.006385,0.045264,NaN,NaN
ZTF25aavivut,i,Bazin,1.000,33.115,-41.991,0.438,17,NaN,0.012478,0.004204,NaN,NaN
ZTF25aavivut,g,Bazin,1.154,33.115,-0.002,1.543,15,1.265,0.005759,0.008402,NaN,NaN
ZTF25aavivvu,g,Bazin,9.842,13.382,9.984,0.319,21,NaN,0.013781,0.000426,NaN,NaN
ZTF25aavivvu,r,Bazin,33.115,33.115,-40.458,0.108,20,NaN,0.006084,0.001568,NaN,NaN
ZTF25aavjcaw,r,Full,18.233,20.910,32.742,0.716,26,25.974,-0.016570,0.043391,NaN,NaN
ZTF25aavjcaw,i,Full,16.532,27.171,42.742,0.253,10,74.910,-0.034071,0.026640,NaN,NaN
ZTF25aavjcaw,g,Full,6.708,15.779,34.384,0.138,6,74.910,-0.128237,0.066997,NaN,NaN
ZTF25aavjchy,r,FastDecay,NaN,20.195,6.934,0.655,30,7.074,0.000000,0.053763,NaN,NaN
ZTF25aavjytr,r,Bazin,1.000,1.287,2.923,1.430,9,NaN,0.033745,0.000229,NaN,NaN
ZTF25aavjytr,g,Bazin,1.000,1.599,1.141,0.185,6,11.522,0.171760,0.000873,NaN,NaN
ZTF25aavkgat,r,Full,3.205,539.855,9.536,6.047,10,7.726,-0.279696,-0.042050,NaN,NaN
ZTF25aavkgat,g,Full,3.041,198.601,10.056,0.591,6,7.468,-0.297817,-0.003934,NaN,NaN
ZTF25aavmkuh,r,Bazin,30.488,4.381,-1.724,1.318,6,NaN,0.060108,0.003317,NaN,NaN
ZTF25aavmkuh,g,Bazin,17.308,1.000,-57.795,0.000,1,NaN,-0.000000,-0.000000,NaN,NaN
ZTF25aavmuzl,r,FastDecay,NaN,24.340,9.955,0.367,19,13.857,0.003066,0.044607,NaN,NaN
ZTF25aavmuzl,i,FastDecay,NaN,40.308,19.955,0.805,10,NaN,0.008581,0.026936,NaN,NaN
ZTF25aavmuzl,g,FastDecay,NaN,66.162,-0.045,0.670,4,NaN,0.016410,0.016410,NaN,NaN
ZTF25aavmvqg,r,Bazin,3.360,24.373,17.461,2.261,95,76.892,-0.030845,0.010314,NaN,NaN
ZTF25aavmvqg,g,Bazin,8.869,10.078,30.000,1.738,45,48.686,0.016546,0.006118,NaN,NaN
ZTF25aavmvqg,i,Bazin,28.562,33.115,30.000,0.874,35,18.547,0.008967,0.016498,NaN,NaN
ZTF25aavmwrf,g,Bazin,5.247,7.741,17.835,2.606,83,42.118,-0.028320,0.010962,NaN,NaN
ZTF25aavmwrf,r,Bazin,4.979,21.559,8.300,2.827,64,69.846,-0.049274,0.030975,NaN,NaN
ZTF25aavmwrf,i,Bazin,4.602,3.352,-69.289,0.989,2,NaN,0.000000,-0.000000,NaN,NaN
ZTF25aavmyql,g,FastDecay,NaN,73.952,28.808,1.634,63,44.342,0.015223,0.014682,NaN,NaN
ZTF25aavmyql,r,FastDecay,NaN,33.818,18.808,5.091,45,70.286,0.032105,0.032105,NaN,NaN
ZTF25aavmyql,i,FastDecay,NaN,27.205,21.695,4.670,10,75.003,0.039909,0.039909,NaN,NaN
ZTF25aavndja,r,Bazin,18.200,33.115,30.000,1.032,13,NaN,0.000018,0.000014,NaN,NaN
ZTF25aavneuv,r,Full,665.142,128.428,26.691,0.995,33,166.120,0.033251,0.007722,NaN,NaN
ZTF25aavneuv,g,Full,244.692,208.280,36.691,1.457,2,158.612,0.032545,0.003558,NaN,NaN
ZTF25aavoysc,r,Full,0.007,1808.042,14.563,11.174,12,14.511,-0.000000,0.000601,NaN,NaN
ZTF25aavoysc,g,Full,0.019,1808.042,4.691,5.971,9,4.582,-5.484628,0.000601,NaN,NaN
ZTF25aavozkg,r,Bazin,2.666,33.115,10.755,0.521,9,7.613,-0.066185,-0.017289,NaN,NaN
ZTF25aavozkg,g,Bazin,2.658,33.115,8.727,0.122,8,5.710,-0.105596,0.003628,NaN,NaN
ZTF25aavpdlj,r,Bazin,3.396,30.072,7.807,1.331,16,61.942,-0.169265,0.055184,NaN,NaN
ZTF25aavpdlj,g,Bazin,3.196,22.617,8.504,0.686,12,61.942,-0.195312,0.105739,NaN,NaN
ZTF25aavpdtz,g,Full,1.832,1808.042,4.366,6.872,9,4.331,-0.427903,0.000075,NaN,NaN
ZTF25aavpehi,r,Bazin,3.135,27.458,30.000,7.072,20,27.307,-0.018359,0.032062,NaN,NaN
ZTF25aavpehi,g,Bazin,3.023,19.595,30.000,3.337,16,27.307,-0.000000,0.054325,NaN,NaN
ZTF25aavqfip,r,Bazin,2.595,33.115,3.841,0.394,7,43.895,-0.111624,0.028415,NaN,NaN
ZTF25aavqfip,g,Bazin,33.102,1.005,-100.000,1.247,2,NaN,-0.000000,-0.000000,NaN,NaN
ZTF25aavqrpc,r,Bazin,5.268,24.620,2.977,6.074,62,82.717,0.011426,0.019756,NaN,NaN
ZTF25aavqrpc,g,Bazin,3.324,13.156,2.864,11.395,40,96.210,0.044894,0.001296,NaN,NaN
ZTF25aavqyrw,i,Bazin,25.615,16.347,30.000,0.365,9,81.414,0.038343,0.035208,NaN,NaN
ZTF25aavqyrw,g,Bazin,10.626,11.595,30.000,0.564,6,63.493,0.009805,0.003235,NaN,NaN
ZTF25aavqyrw,r,Bazin,2.146,26.575,-11.607,0.221,5,82.950,0.040060,0.030540,NaN,NaN
ZTF25aavqzhw,r,Bazin,1.521,1.058,-100.000,0.000,1,NaN,0.000000,0.000000,NaN,NaN
ZTF25aavqzhw,g,Bazin,1.000,1.400,-52.863,0.000,1,NaN,0.000000,0.000000,NaN,NaN
ZTF25aavrkgo,r,Full,665.142,7.700,100.000,1.426,23,NaN,0.021841,0.033059,NaN,NaN
ZTF25aavsjkg,r,Full,2.823,24.922,28.732,2.098,17,87.829,-0.382213,0.043565,NaN,NaN
ZTF25aavsjkg,g,Full,2.608,15.610,28.914,1.692,16,87.829,-0.414518,0.069552,NaN,NaN
ZTF25aavsycu,r,Bazin,4.412,33.115,5.929,3.916,21,43.993,-0.143901,0.050766,NaN,NaN
ZTF25aavsycu,g,Bazin,3.330,32.488,4.758,1.267,14,43.993,-0.161637,0.050358,NaN,NaN
ZTF25aavtxju,g,Bazin,1.138,9.899,-10.676,0.098,4,NaN,0.039591,0.025763,NaN,NaN
ZTF25aavtxju,r,Bazin,1.806,14.317,5.855,0.000,2,NaN,-0.035693,-0.045131,NaN,NaN
ZTF25aavxepu,r,FastDecay,NaN,24.600,-1.418,1.205,19,NaN,0.000000,0.044136,NaN,NaN
ZTF25aavxepu,g,FastDecay,NaN,9.757,-1.219,0.391,6,6.697,0.011260,0.111273,NaN,NaN
ZTF25aavxfcj,r,Full,20.600,0.007,10.951,2.577,6,0.511,-0.030642,-0.015142,NaN,NaN
ZTF25aavxfcj,g,Full,27.347,0.009,0.951,1.901,5,NaN,-0.007462,0.004960,NaN,NaN
ZTF25aavykre,r,FastDecay,NaN,20.956,17.872,3.252,27,14.644,-0.000000,0.051811,NaN,NaN
ZTF25aavykre,g,FastDecay,NaN,10.419,17.370,3.900,20,22.202,0.000000,0.104204,NaN,NaN
ZTF25aavykre,i,FastDecay,NaN,36.844,7.872,0.273,7,13.463,0.007249,0.029469,NaN,NaN
ZTF25aavyqag,r,Bazin,1.180,24.649,30.000,30.940,29,103.539,0.034344,0.003347,NaN,NaN
ZTF25aavyqag,g,Bazin,1.253,25.483,30.000,11.507,28,104.794,0.036634,0.005912,NaN,NaN
ZTF25aavyqag,i,Bazin,1.000,32.160,30.000,42.754,8,106.049,0.041807,-0.000000,NaN,NaN
ZTF25aavzyjj,g,Bazin,2.064,1.000,13.895,3.334,22,NaN,0.000000,0.000000,NaN,NaN
ZTF25aavzyjj,r,Bazin,31.332,24.331,-18.665,2.584,16,NaN,-0.000000,-0.000000,NaN,NaN
ZTF25aawaanc,g,Bazin,33.115,7.881,0.779,0.041,5,NaN,0.042777,0.013100,NaN,NaN
ZTF25aawaobl,r,Full,2.335,15.109,4.187,7.532,41,55.876,-0.062656,0.071861,NaN,NaN
ZTF25aawaobl,g,Full,2.180,10.079,3.708,4.375,29,55.876,-0.029286,0.107724,NaN,NaN
ZTF25aawbnlv,r,Bazin,2.749,23.167,4.004,0.005,7,NaN,-0.077301,0.016546,NaN,NaN
ZTF25aawbnlv,g,Bazin,3.992,1.007,-99.009,0.050,3,NaN,-0.000000,-0.000000,NaN,NaN
ZTF25aawccss,r,Full,19.238,5.104,7.420,0.147,5,18.379,-0.030939,0.197293,NaN,NaN
ZTF25aawccss,g,Full,7.077,13.875,17.420,0.910,4,9.642,-0.133776,0.043753,NaN,NaN
ZTF25aawdciv,r,Bazin,14.033,22.343,16.318,1.539,7,NaN,-0.003174,0.013104,NaN,NaN
ZTF25aawdciv,g,Bazin,1.000,1.000,28.287,0.966,4,4.601,0.000000,0.183741,NaN,NaN
ZTF25aawdpdu,r,FastDecay,NaN,148.413,76.520,2.175,103,NaN,0.002598,0.007316,NaN,NaN
ZTF25aawdpdu,g,FastDecay,NaN,82.881,38.698,1.395,79,88.006,0.017036,0.013100,NaN,NaN
ZTF25aawdpdu,i,FastDecay,NaN,100.824,79.914,1.333,59,NaN,0.000897,0.010769,NaN,NaN
ZTF25aawdzpn,g,Full,28.990,50.192,31.046,1.035,106,50.139,0.011687,0.017265,NaN,NaN
ZTF25aawdzpn,r,Full,0.007,230.452,-5.000,2.310,87,NaN,0.004711,0.004711,NaN,NaN
ZTF25aawdzpn,i,Full,65.748,1.360,96.822,1.144,56,NaN,-0.003967,0.016399,NaN,NaN
ZTF25aawjhct,r,Bazin,4.069,8.932,10.603,0.288,13,30.364,-0.051011,0.016934,NaN,NaN
ZTF25aawjhct,g,Bazin,33.115,1.091,-94.326,22.547,8,NaN,0.000000,0.000000,NaN,NaN
ZTF25aawjnuz,r,Full,2.357,28.625,27.197,4.395,27,48.064,-0.246912,0.037930,NaN,NaN
ZTF25aawjnuz,g,Full,2.384,10.530,27.546,1.065,23,48.064,-0.246187,0.103104,NaN,NaN
